HistoricalDate,Open,High,Low,Close,SharesTraded,TurnoverInCrores
02/08/2011,5493.2,5496.3,5433.65,5456.55,110372244,4236.41
03/08/2011,5402,5422.6,5378.85,5404.8,133223864,5339.25
04/08/2011,5412.4,5434.5,5323.15,5331.8,118482440,4820.07
05/08/2011,5204.35,5229.65,5116.45,5211.25,196016865,7543.44
08/08/2011,5083.85,5204.2,5054.05,5118.5,188307028,7326.93
09/08/2011,4947.9,5167,4946.45,5072.85,233869015,9385.01
10/08/2011,5196.55,5197.95,5123.35,5161,158404456,6289.41
11/08/2011,5128,5184.95,5121,5138.3,113043482,4723.01
12/08/2011,5194.4,5194.45,5053.35,5072.95,128834807,5909.91
16/08/2011,5125.75,5132.2,5015.4,5035.8,130896704,5081.61
17/08/2011,5030.3,5112.15,5017.25,5056.6,143342008,5472.63
18/08/2011,5077.95,5078.6,4932.15,4944.15,139816131,5686.22
19/08/2011,4859.3,4893.6,4796.1,4845.65,166702431,7317.33
22/08/2011,4843.7,4910.05,4808.75,4898.8,123813921,5186.04
23/08/2011,4925.15,4965.8,4863.8,4948.9,130010440,5519.36
24/08/2011,4934.35,4962.4,4875.3,4888.9,129410652,5241.5
25/08/2011,4914.65,4915.85,4825.05,4839.6,184913414,7921.11
26/08/2011,4839.25,4872,4720,4747.8,149717732,5850.84
29/08/2011,4806.2,4934.4,4806.05,4919.6,145125304,5576.71
30/08/2011,4973.25,5016.25,4927.55,5001,181539730,7051.77
02/09/2011,5109.8,5113.7,4993.35,5040,195055967,7689.7
05/09/2011,4998.9,5030.3,4964.45,5017.2,162898218,6359.59
06/09/2011,4993.35,5072.9,4942.9,5064.3,183680006,7278
07/09/2011,5080.15,5154.5,5076.3,5124.65,193856202,6883.16
08/09/2011,5139.2,5169.25,5098.25,5153.25,140855342,6093.78
09/09/2011,5161.3,5163.75,5046.8,5059.45,158713071,6482.27
12/09/2011,4981.7,4985.6,4911.25,4946.8,135500219,5175.51
13/09/2011,4977.8,5030.15,4911.05,4940.95,146005268,5305.87
14/09/2011,4965.05,5026.15,4917.4,5012.55,154276761,6416.57
15/09/2011,5062.35,5091.45,4967.45,5075.7,153648925,5935.88
16/09/2011,5123.35,5143.6,5068.1,5084.25,225187238,8379.56
19/09/2011,5068.4,5068.4,5019.25,5031.95,115737842,4042.27
20/09/2011,5042.55,5149.9,5035.25,5140.2,146599496,5504.69
21/09/2011,5153.75,5168.4,5109.85,5133.25,132918171,5142.01
22/09/2011,5054.45,5059.85,4907.75,4923.65,147608376,5675.35
23/09/2011,4873.75,4930.25,4829.6,4867.75,205769423,7364.65
26/09/2011,4878.6,4879.8,4758.85,4835.4,156079487,5475.64
27/09/2011,4905.15,4982.95,4905.15,4971.25,151313966,5284.66
28/09/2011,5005.5,5006.05,4918.45,4945.9,166872414,6078.49
29/09/2011,4924.2,5034.25,4906,5015.45,216156088,8284.97
30/09/2011,4990.15,5025.55,4924.3,4943.25,201962105,6764.12
03/10/2011,4874.4,4879.15,4823.9,4849.5,148921569,5230.17
04/10/2011,4823.5,4869.75,4728.3,4772.15,184413296,6736.87
05/10/2011,4791.3,4827.8,4741,4751.3,179140481,6385.35
07/10/2011,4883.65,4922.6,4861.2,4888.05,198288782,6914.62
10/10/2011,4886.85,4991.15,4882.05,4979.6,188839545,6247.21
11/10/2011,5019.9,5045.1,4964,4974.35,182038763,6386.8
12/10/2011,5011.2,5109.8,4997.65,5099.4,188008562,7528.09
13/10/2011,5130.8,5136.95,5067.65,5077.85,157302816,6319.82
14/10/2011,5057.35,5141.4,5056.6,5132.3,157781872,6140.27
17/10/2011,5156.2,5160.2,5084.5,5118.25,130460983,5029.13
18/10/2011,5049.45,5057.5,5011.05,5037.5,125550565,5148.86
19/10/2011,5080.45,5148.05,5075.3,5139.15,117468754,4776.09
20/10/2011,5086.55,5099,5033.95,5091.9,119333986,4582.47
21/10/2011,5106.6,5120.75,5037.95,5049.95,109893599,4733.71
24/10/2011,5114.7,5145.65,5084.75,5098.35,126073195,4927.43
25/10/2011,5137.9,5211,5085.55,5191.6,221084588,9967.24
26/10/2011,5214.95,5219.25,5196.15,5201.8,27496887,1059.46
28/10/2011,5341.9,5399.7,5322.8,5360.7,246078412,9151.2
31/10/2011,5358.9,5360.25,5314.6,5326.6,149483502,5937.99
01/11/2011,5278.6,5310.85,5238.3,5257.95,152491922,5651.67
02/11/2011,5216.75,5300.1,5204.95,5258.45,144375106,4918.34
03/11/2011,5241.55,5281.6,5201.85,5265.75,160282802,5716.17
04/11/2011,5325.4,5326.45,5256.8,5284.2,149015829,5401.13
08/11/2011,5292.25,5304.25,5252,5289.35,120652007,4159.75
09/11/2011,5309.7,5317.5,5211.75,5221.05,146428609,6720.83
11/11/2011,5159.75,5198.6,5142.25,5168.85,168514208,6929.85
14/11/2011,5217.35,5228.9,5140.55,5148.35,134448100,5263.81
15/11/2011,5131.2,5158.75,5052.85,5068.5,149592578,5201.21
16/11/2011,5059.1,5065.2,4989.5,5030.45,161406885,5757.81
17/11/2011,5027.1,5036.8,4919.45,4934.75,149238976,5277.65
18/11/2011,4899.15,4915.9,4837.95,4905.8,192274363,6481.17
21/11/2011,4873.8,4873.8,4764.8,4778.35,154119333,5509.53
22/11/2011,4794.85,4854,4782.55,4812.35,174212435,6275.86
23/11/2011,4779.5,4779.5,4640.95,4706.45,178819371,6199.31
24/11/2011,4707.55,4771.1,4639.1,4756.45,213363083,7327.52
25/11/2011,4731.3,4767.3,4693.1,4710.05,162839558,5812.61
28/11/2011,4769.3,4859.1,4766.4,4851.3,145259101,4869.41
29/11/2011,4864.2,4866.1,4787.1,4805.1,155570321,5786.83
30/11/2011,4766.15,4851.55,4754.8,4832.05,282217865,11393.19
01/12/2011,4970.85,5011.9,4916.7,4936.85,183915785,6699.33
02/12/2011,4940.85,5062.55,4918.4,5050.15,180190935,6527.43
05/12/2011,5036.5,5055.4,5002.55,5039.15,137254409,4689.58
07/12/2011,5050.1,5099.25,5032.25,5062.6,169428273,6005.21
08/12/2011,5037.4,5049.05,4921.45,4943.65,178853365,6029.68
09/12/2011,4870.75,4918.35,4841.75,4866.7,173612823,6040.22
12/12/2011,4906.85,4910.25,4755.55,4764.6,178338170,5926
13/12/2011,4733.6,4824.7,4728.5,4800.6,181043707,5816.38
14/12/2011,4788.7,4839.55,4750.4,4763.25,176252160,6324.86
15/12/2011,4712.8,4768.65,4673.85,4746.35,200317864,6976.68
16/12/2011,4752.5,4818.85,4628.2,4651.6,202060039,7284.93
19/12/2011,4623.15,4623.15,4555.9,4613.1,176447660,6302.29
20/12/2011,4635.8,4637.25,4531.15,4544.2,195304596,6279.01
21/12/2011,4636.45,4707.35,4601.95,4693.15,211310871,6689.82
22/12/2011,4636.9,4740.6,4632.95,4733.85,170789015,6017
23/12/2011,4763.2,4763.45,4693.2,4714,141982548,4676.75
26/12/2011,4718.15,4787.25,4718.15,4779,90847991,3034.39
27/12/2011,4780.2,4800.5,4723.65,4750.5,104828343,3342.15
28/12/2011,4756.2,4756.2,4685.65,4705.8,117463489,3657.52
29/12/2011,4681.15,4701.8,4639.05,4646.25,146003804,5137.28
30/12/2011,4659.95,4690.45,4608.9,4624.3,113900727,3785.33
02/01/2012,4640.2,4645.95,4588.05,4636.75,108460668,3590.96
03/01/2012,4675.8,4773.1,4675.8,4765.3,146621115,5021.29
04/01/2012,4774.95,4782.85,4728.85,4749.65,165938849,5661.16
05/01/2012,4749,4779.8,4730.15,4749.95,177862936,5873.79
06/01/2012,4724.15,4794.9,4686.85,4754.1,176057282,5234.69
07/01/2012,4755.6,4759.4,4743.05,4746.9,18783880,414.88
09/01/2012,4747.55,4758.7,4695.45,4742.8,147534537,4548.3
10/01/2012,4771.85,4855.9,4768.25,4849.55,201661174,6222.27
11/01/2012,4863.15,4877.2,4841.6,4860.95,209079758,6364
12/01/2012,4840.95,4869.2,4803.9,4831.25,183068697,7271.44
13/01/2012,4861.95,4898.85,4834.2,4866,230940604,7117.5
16/01/2012,4844,4880.8,4827.05,4873.9,160479891,5297.89
17/01/2012,4904.5,4975.55,4904,4967.3,223004183,7170.72
18/01/2012,4977.75,4980.65,4931.05,4955.8,211198796,7424.79
19/01/2012,4995,5023.8,4991.4,5018.4,203487608,6634.33
20/01/2012,5044.85,5064.15,5004.3,5048.6,221048007,8120.35
23/01/2012,5025.35,5059.55,5021.35,5046.25,158177571,5934.04
24/01/2012,5064.8,5141.05,5049.8,5127.35,202006565,8172.43
25/01/2012,5151.5,5174.15,5130.25,5158.3,219175709,8156.04
27/01/2012,5216.75,5217,5162.4,5204.7,215923377,7881.15
30/01/2012,5163.55,5166.15,5076.7,5087.3,181141437,6181.32
31/01/2012,5125.25,5215.4,5120.15,5199.25,215770719,8075.54
01/02/2012,5198.15,5244.6,5159,5235.7,234899358,8066.68
02/02/2012,5272.1,5289.95,5225.75,5269.9,337960651,11126.39
03/02/2012,5276.1,5334.85,5255.55,5325.85,217358188,7573.02
06/02/2012,5379.45,5390.05,5327.25,5361.65,215080487,7703.06
07/02/2012,5412.95,5413.35,5322.95,5335.15,181194561,6797.14
08/02/2012,5343.8,5396.9,5325.2,5368.15,236135416,9359.98
09/02/2012,5343.05,5423.4,5338.9,5412.35,255306965,8143.96
10/02/2012,5399.8,5427.75,5341.05,5381.6,225352093,7396.34
13/02/2012,5382.1,5421.05,5351.4,5390.2,181561910,6738
14/02/2012,5380.8,5428.05,5377.95,5416.05,201409996,6693.43
15/02/2012,5460.6,5542.1,5460.6,5531.95,314366096,9958.28
16/02/2012,5513.75,5531.4,5483.75,5521.95,270060477,9053.45
17/02/2012,5574.2,5606.7,5545.2,5564.3,329307516,11512.01
21/02/2012,5561.9,5621.5,5561.75,5607.15,231132126,8169.38
22/02/2012,5609.75,5629.95,5491.35,5505.35,263013427,9694.44
23/02/2012,5490.05,5537.4,5460.8,5483.3,307246519,9987.65
24/02/2012,5479.15,5521.4,5405.9,5429.3,364660634,17356.76
27/02/2012,5448.1,5449.8,5268.15,5281.2,235318961,7706.81
28/02/2012,5310.5,5391.1,5306.45,5375.5,208133889,7815.9
29/02/2012,5424.95,5458.8,5352.25,5385.2,226022232,8454.41
01/03/2012,5366,5372.45,5297.5,5339.75,196867905,6847.63
02/03/2012,5369.45,5392.55,5315.05,5359.35,185021526,6768.52
03/03/2012,5360.05,5369.6,5353.4,5359.4,16770991,429.35
05/03/2012,5342.55,5344.5,5265.7,5280.35,196421155,6036.63
06/03/2012,5266,5382.05,5206.4,5222.4,290396014,9319.01
07/03/2012,5207.05,5243.85,5171.45,5220.45,230726017,7173.14
09/03/2012,5294.1,5342.3,5291.6,5333.55,203005845,7080.66
12/03/2012,5420.1,5421.9,5327.3,5359.55,176668237,6484.38
13/03/2012,5391.05,5438.65,5390.8,5429.5,179965296,5907.14
14/03/2012,5490.55,5499.4,5437.8,5463.9,181714070,7345.67
15/03/2012,5462.5,5462.5,5362.3,5380.5,160257651,5961.15
16/03/2012,5380.35,5445.65,5305,5317.9,267521147,9432.07
19/03/2012,5337.35,5340.7,5238.55,5257.05,179877454,6275.89
20/03/2012,5257.15,5297.35,5233.25,5274.85,181345285,6158
21/03/2012,5267.2,5372.35,5256,5364.95,199787985,6807.02
22/03/2012,5361.1,5385.95,5205.65,5228.45,205581062,7359.89
23/03/2012,5255.65,5312,5220,5278.2,172738574,6371.46
26/03/2012,5274.35,5274.95,5174.9,5184.25,169785835,5582.28
27/03/2012,5242.95,5277.95,5184.65,5243.15,208775421,7445.92
28/03/2012,5231.7,5236.55,5169.6,5194.75,145803597,5411.63
29/03/2012,5145.95,5194.3,5135.95,5178.85,242557889,8632.05
30/03/2012,5206.6,5307.1,5203.65,5295.55,164790056,6082.93
02/04/2012,5296.35,5331.55,5278.8,5317.9,134538287,4583.68
03/04/2012,5353.2,5378.75,5344.45,5358.5,152496489,5256.86
04/04/2012,5328.65,5338.4,5305.3,5322.9,122106162,4084.37
09/04/2012,5282.5,5287.9,5228,5234.4,111914936,3680.04
10/04/2012,5254.1,5255.8,5211.85,5243.6,156106794,4886.48
11/04/2012,5209.45,5263.65,5190.8,5226.85,167013527,5585.7
12/04/2012,5246.75,5290.6,5246.75,5276.85,152684788,5457.29
13/04/2012,5255.7,5306.75,5185.4,5207.45,164225858,7989.27
16/04/2012,5190.6,5233.5,5183.5,5226.2,119730347,5165.7
17/04/2012,5266.6,5298.2,5208.35,5289.7,178895417,7416.66
18/04/2012,5320.7,5342,5293.45,5300,152743439,5665.77
19/04/2012,5320.6,5342.45,5291.3,5332.4,133549895,5313.33
20/04/2012,5313.95,5336.15,5245.45,5290.85,135252751,5086.54
23/04/2012,5277.4,5310.55,5187.15,5200.6,138042341,5065.27
24/04/2012,5215.9,5232.35,5180.35,5222.65,155674654,7362.66
25/04/2012,5222.2,5236.1,5160.65,5202,142910739,5968.34
26/04/2012,5214.75,5215.6,5179.05,5189,185899437,6408.49
27/04/2012,5189,5223.05,5154.3,5190.6,128759445,5734.59
28/04/2012,5209.6,5216.4,5196.35,5209,6555703,297.89
30/04/2012,5201.45,5262.15,5201.45,5248.15,108138550,4610.4
02/05/2012,5254.3,5279.6,5226.45,5239.15,119333288,4815.08
03/05/2012,5211.2,5217.3,5180.65,5188.4,118573998,5488.9
04/05/2012,5166.65,5177.2,5070.6,5086.85,153304687,6507.5
07/05/2012,5017.8,5124.75,4988,5114.15,168271798,6787.08
08/05/2012,5114.7,5119.95,4983.6,4999.95,164262546,6233.26
09/05/2012,4967.9,5016.25,4956.45,4974.8,180441209,6558.78
10/05/2012,4984.15,5039.3,4950.3,4965.7,141031231,5430.14
11/05/2012,4938.85,4976.25,4906.15,4928.9,138526070,5061.57
14/05/2012,4934.35,4957.2,4874.5,4907.8,126951751,5291.93
15/05/2012,4869.85,4955.2,4868.55,4942.8,142119571,5491.24
16/05/2012,4875.3,4882.25,4837.05,4858.25,165048505,6316.66
17/05/2012,4878.6,4922.25,4850.2,4870.2,155654031,5745.51
18/05/2012,4796.4,4908.5,4788.95,4891.45,154508649,6447.08
21/05/2012,4888.5,4937.5,4888.5,4906.05,116506971,4527.67
22/05/2012,4954.7,4956.35,4849.9,4860.5,130808278,5074.37
23/05/2012,4843,4853.75,4803.95,4835.65,136108067,4854.15
24/05/2012,4863.4,4931.9,4830.15,4921.4,140474832,5012.08
25/05/2012,4905.95,4935.8,4889.35,4920.4,118191157,4398.09
28/05/2012,4931.7,4994.95,4931.3,4985.65,97260991,3983.53
29/05/2012,5005.35,5020.15,4982.15,4990.1,124219839,4923.56
30/05/2012,4964.25,4982.25,4944.9,4950.75,146005250,5374.65
31/05/2012,4896.1,4949.25,4883.55,4924.25,296911390,10662.01
01/06/2012,4910.85,4925,4831.75,4841.6,138767416,4989.22
04/06/2012,4797.3,4858.3,4770.35,4848.15,152339865,5143.54
05/06/2012,4869.45,4898.95,4847.7,4863.3,141476962,5016.41
06/06/2012,4886.65,5010.45,4886.15,4997.1,185340406,7188.42
07/06/2012,5035.35,5059.65,5007.75,5049.65,150558164,6077.37
08/06/2012,5044.25,5084.45,4994.8,5068.35,138389395,5249.81
11/06/2012,5096.7,5124.45,5040.7,5054.1,125615102,4813.82
12/06/2012,5015.5,5128.9,5015.15,5115.9,135478015,5205.9
13/06/2012,5117.55,5144.9,5095.45,5121.45,125668126,5287.08
14/06/2012,5105.1,5130,5047.6,5054.75,118353366,4751.86
15/06/2012,5069.55,5146.2,5069.15,5139.05,155437144,5944
18/06/2012,5174,5190.2,5041.7,5064.25,153461067,6005.83
19/06/2012,5050.8,5113.6,5048.1,5103.85,149416155,5336.22
20/06/2012,5114.55,5141.7,5100.7,5120.55,160505645,5313.6
21/06/2012,5097.35,5170.4,5093.45,5165,142992948,5558.56
22/06/2012,5101.75,5159.8,5094,5146.05,159747192,5500.44
25/06/2012,5158.5,5194.6,5105.65,5114.65,123503010,4894.04
26/06/2012,5107.45,5134.55,5095.5,5120.8,99404566,4119.69
27/06/2012,5149.45,5160.1,5129.25,5141.9,112269218,4238.62
28/06/2012,5148.95,5159.05,5125.3,5149.15,143073791,5597.52
29/06/2012,5191.25,5286.25,5189,5278.9,226523598,8461.24
02/07/2012,5283.85,5302.15,5263.35,5278.6,126161441,4991.57
03/07/2012,5298.85,5317,5265.95,5287.95,133117055,5161.82
04/07/2012,5310.4,5317.65,5273.3,5302.55,155995887,5750.1
05/07/2012,5297.05,5333.65,5288.85,5327.3,118915392,4709.79
06/07/2012,5324.7,5327.2,5287.75,5316.95,113300726,4760.51
09/07/2012,5283.7,5300.6,5257.75,5275.15,101169926,4189.25
10/07/2012,5286.6,5348.55,5284.55,5345.35,123947633,5024.13
11/07/2012,5315.25,5336.45,5300.25,5306.3,113530679,5086.98
12/07/2012,5240,5261.75,5217.7,5235.25,131190833,6193.59
13/07/2012,5242.75,5267.15,5216.85,5227.25,99045088,4451.9
16/07/2012,5232.35,5246.85,5190.45,5197.25,106313144,4283.22
17/07/2012,5228.05,5236.7,5181.7,5192.85,111768115,4719.2
18/07/2012,5199.1,5222.85,5169.05,5216.3,109647297,4759.52
19/07/2012,5249.85,5257.75,5233.15,5242.7,109769282,5494.99
20/07/2012,5233.55,5238.7,5197.5,5205.1,89729408,4527.89
23/07/2012,5163.25,5164.2,5108.1,5117.95,104770324,4394.24
24/07/2012,5128.8,5144,5103.25,5128.2,116516931,4567.2
25/07/2012,5118.4,5121.6,5076.6,5109.6,130965621,4654.17
26/07/2012,5126.3,5126.3,5032.4,5043,180131639,6920.23
27/07/2012,5124.3,5149.95,5077.5,5099.85,131948378,5828.12
30/07/2012,5129.75,5206.6,5129.75,5199.8,117523733,5278.7
31/07/2012,5214.85,5234.55,5154.05,5229,147059808,6254.67
01/08/2012,5220.7,5246.35,5212.65,5240.5,113815730,4408.19
02/08/2012,5233.1,5236.9,5209.95,5227.75,92972386,3699.59
03/08/2012,5195.6,5220.2,5164.65,5215.7,112918653,4213.76
06/08/2012,5260.85,5293.2,5260.85,5282.55,103148076,4271.5
07/08/2012,5295.4,5350.1,5281.65,5336.7,130431591,5226.33
08/08/2012,5345.25,5377.6,5331.05,5338,165954895,6069.12
09/08/2012,5348.3,5368.2,5312.1,5322.95,181419777,6763.23
10/08/2012,5308.2,5330.1,5294.1,5320.4,130090985,6540.77
13/08/2012,5316.35,5352.45,5309.05,5347.9,107578773,4678.33
14/08/2012,5343.25,5387.05,5328.8,5380.35,109794400,4742.47
16/08/2012,5385.95,5390.65,5356.65,5362.95,133996943,5285.5
17/08/2012,5368.6,5399.95,5341.7,5366.3,134985473,5262.34
21/08/2012,5368.7,5425.15,5368.7,5421,124343357,4986.5
22/08/2012,5395.75,5433.35,5394.8,5412.85,103103501,4156.18
23/08/2012,5426.15,5448.6,5393.85,5415.35,127995889,5462.34
24/08/2012,5392.6,5399.65,5371,5386.7,114346965,4520.37
27/08/2012,5387.85,5399.15,5346.65,5350.25,89987572,3882.41
28/08/2012,5348.05,5359.25,5312.6,5334.6,123683723,4771
29/08/2012,5343.85,5345.5,5282.7,5287.8,157470632,4581.21
30/08/2012,5268.6,5342.8,5255.05,5315.05,226494000,8374.69
31/08/2012,5298.2,5303.25,5238.9,5258.5,167393902,6600.58
03/09/2012,5276.5,5295.8,5243.15,5253.75,110380869,4015.55
04/09/2012,5249.15,5278.35,5233.2,5274,106316880,3726.52
05/09/2012,5243.9,5259.5,5215.7,5225.7,126162071,4904.68
06/09/2012,5217.65,5260.6,5217.65,5238.4,134008569,4622.16
07/09/2012,5309.45,5347.15,5309.2,5342.1,149584722,5590.04
08/09/2012,5343.65,5366.3,5343.45,5358.7,11221064,376.34
10/09/2012,5361.9,5375.45,5349.1,5363.45,109607506,4183.01
11/09/2012,5336.1,5393.35,5332.1,5390,112878090,4081.42
12/09/2012,5404.45,5435.55,5393.95,5431,139920871,4885.71
13/09/2012,5435.2,5447.45,5421.85,5435.35,110774177,4199.37
14/09/2012,5528.35,5586.65,5526.95,5577.65,233783031,9263.53
17/09/2012,5631.75,5652.2,5585.15,5610,258912780,10924.57
18/09/2012,5602.4,5620.55,5586.45,5600.05,175488961,7272.63
20/09/2012,5536.95,5581.35,5534.9,5554.25,165684942,6768.88
21/09/2012,5577,5720,5575.45,5691.15,278023825,11101.32
24/09/2012,5691.95,5709.85,5662.75,5669.6,210419441,8380.56
25/09/2012,5674.9,5702.7,5652.45,5673.9,341387116,12551.6
26/09/2012,5653.4,5672.8,5638.65,5663.45,170771069,6754.98
27/09/2012,5673.75,5693.7,5639.7,5649.5,238991690,9368.11
28/09/2012,5684.8,5735.15,5683.45,5703.3,163660805,6948.17
01/10/2012,5704.75,5722.95,5694,5718.8,123138510,4798.17
03/10/2012,5727.7,5743.25,5715.8,5731.25,165037864,6654.02
04/10/2012,5751.55,5807.25,5751.35,5787.6,171404290,6954.74
05/10/2012,5815,5815.35,4888.2,5746.95,255569804,12995.8
08/10/2012,5751.85,5751.85,5666.2,5676,142319000,5853.56
09/10/2012,5708.15,5728.65,5677.9,5704.6,119300415,5047.01
10/10/2012,5671.15,5686.5,5647.05,5652.15,126294361,4564.39
11/10/2012,5663.5,5721.1,5636.95,5708.05,148283847,6542.71
12/10/2012,5681.7,5725,5659.35,5676.05,130076802,6475.3
15/10/2012,5674.25,5693.7,5651.05,5687.25,93693482,3962.97
16/10/2012,5705.6,5714,5635.6,5648,117415701,5043.3
17/10/2012,5681.1,5684.35,5633.9,5660.25,123974371,5259.46
18/10/2012,5675.3,5722.5,5650.55,5718.7,144097860,6264.78
19/10/2012,5703.3,5711.7,5660,5684.25,124262817,5410.95
22/10/2012,5667.6,5721.55,5658.05,5717.15,103372318,4994.75
23/10/2012,5715.65,5720.8,5681.45,5691.4,81501427,3803.5
25/10/2012,5688.8,5718.75,5685.7,5705.3,158343061,7359.34
26/10/2012,5683.55,5697.2,5641.75,5664.3,101663820,4718.97
29/10/2012,5665.2,5698.3,5645.1,5665.6,93555816,3953.86
30/10/2012,5656.35,5689.9,5589.9,5597.9,116678775,5550.86
31/10/2012,5596.75,5624.4,5583.05,5619.7,112075316,4918.55
01/11/2012,5609.85,5649.75,5601.95,5645.05,107393402,4633.11
02/11/2012,5696.35,5711.3,5682.55,5697.7,111162841,4924.33
05/11/2012,5693.05,5709.2,5679.5,5704.2,74829213,3236.08
06/11/2012,5694.1,5730.8,5693.65,5724.4,115018796,4677.92
07/11/2012,5718.6,5777.3,5711.4,5760.1,133740615,5242.18
08/11/2012,5709,5744.5,5693.95,5738.75,117590261,4883.9
09/11/2012,5731.1,5751.7,5677.75,5686.25,98763127,4833.64
12/11/2012,5688.45,5718.9,5665.75,5683.7,92702799,4082.62
13/11/2012,5689.7,5698.25,5660.35,5666.95,16516842,680.72
15/11/2012,5650.35,5651.65,5603.55,5631,133979470,5554.05
16/11/2012,5624.8,5650.15,5559.8,5574.05,121900570,4996.15
19/11/2012,5577.3,5592.75,5549.25,5571.4,106988015,4336.84
20/11/2012,5604.8,5613.7,5548.35,5571.55,107481297,4399.93
21/11/2012,5582.5,5620.2,5561.4,5614.8,105148728,4228.47
22/11/2012,5628.6,5643.35,5608,5627.75,94058612,3867.76
23/11/2012,5635.45,5637.75,5593.55,5626.6,85082220,3213.06
26/11/2012,5648.65,5649.2,5623.45,5635.9,79291426,3246.23
27/11/2012,5658.5,5733.2,5658,5727.45,134407735,5380.95
29/11/2012,5736.7,5833.5,5736.1,5825,207295475,9110.93
30/11/2012,5836,5885.25,5827.85,5879.85,257047977,10777.34
23/12/2009,4990.05,5150.6,4990.05,5144.6,250734148,7599.02
24/12/2009,5144.8,5197.9,5129.05,5178.4,202176013,6459.65
29/12/2009,5180.75,5214.6,5175.85,5187.95,160527908,5480.14
30/12/2009,5188.75,5197.05,5160.1,5169.45,147546797,4922.14
31/12/2009,5171.2,5221.85,5168.75,5201.05,188092940,7236.94
04/01/2010,5200.9,5238.45,5167.1,5232.2,148652424,6531.61
05/01/2010,5277.15,5288.35,5242.4,5277.9,240844424,7969.62
06/01/2010,5278.15,5310.85,5260.05,5281.8,216147837,7892.6
07/01/2010,5281.8,5302.55,5244.75,5263.1,181246734,6890.99
08/01/2010,5264.25,5276.75,5234.7,5244.75,201910800,7777.04
11/01/2010,5263.8,5287.2,5227.8,5249.4,238011959,11080.55
12/01/2010,5251.1,5300.5,5200.95,5210.4,206748015,8648.49
13/01/2010,5212.6,5239.2,5169.55,5233.95,200774550,8430.48
14/01/2010,5234.5,5272.85,5232.5,5259.9,171282618,7824.43
15/01/2010,5259.9,5279.85,5242.45,5252.2,167242355,6927.87
18/01/2010,5253.65,5292.5,5228.95,5274.85,153687597,6659.87
19/01/2010,5274.2,5287.8,5218.65,5225.65,141424524,6197.52
20/01/2010,5226.1,5256.7,5201.4,5221.7,167867201,7170.51
21/01/2010,5220.2,5220.35,5085.45,5094.15,190009431,7943.76
22/01/2010,5094.15,5094.15,4954.85,5036,270251977,10414.08
25/01/2010,5034.55,5035.7,4983.05,5007.9,166405391,5714.17
27/01/2010,5008.5,5008.5,4833.05,4853.1,274773820,9800.33
28/01/2010,4863,4929.9,4824.95,4867.25,275868897,10614.04
29/01/2010,4866.15,4893.7,4766,4882.05,265191792,10116.63
01/02/2010,4882.05,4918.8,4827.15,4899.7,226819473,7255.33
02/02/2010,4907.85,4951.15,4814.1,4830.1,235090748,7927.05
03/02/2010,4831,4949.15,4831,4931.85,163105434,6448.29
04/02/2010,4931.3,4931.3,4832.35,4845.35,167815142,6169.35
05/02/2010,4819.65,4827,4692.35,4718.65,222362365,7609.87
06/02/2010,4712.75,4768.15,4712.75,4757.25,22091127,643.11
08/02/2010,4755.35,4799.05,4675.4,4760.4,205364363,6823.11
09/02/2010,4760.55,4810.4,4739.35,4792.65,175452494,5819.47
10/02/2010,4793,4826.85,4748.1,4757.2,185053448,6196.72
11/02/2010,4757.25,4843.8,4757.25,4826.85,142638466,4917.21
15/02/2010,4827.9,4845.6,4783.9,4801.95,153758927,5004.68
16/02/2010,4801.8,4880,4791.35,4855.75,156011235,5240.97
17/02/2010,4858.65,4929.7,4857.6,4914,176502266,6291.08
18/02/2010,4915.1,4922.05,4873.7,4887.75,193513235,5763.98
19/02/2010,4887.3,4887.3,4805.55,4844.9,194311305,5737.99
22/02/2010,4849.35,4912.05,4845.9,4856.4,149362400,4591.6
23/02/2010,4856.6,4884.1,4833.15,4870.05,129233916,4617.62
24/02/2010,4869.55,4880.55,4834.65,4858.6,141213476,4842.23
25/02/2010,4859,4880.15,4835.6,4859.75,179443119,6427.68
26/02/2010,4858.5,4992,4858.45,4922.3,341137163,10987.94
02/03/2010,4935.6,5029.45,4935.35,5017,233127111,8468.18
03/03/2010,5015.8,5093.25,5015.1,5088.1,191791765,7375.98
04/03/2010,5096.95,5096.95,5049,5080.25,205104948,6826.25
05/03/2010,5080.55,5118.65,5068.05,5088.7,209604746,6307.8
08/03/2010,5092.15,5147.1,5092.15,5124,187964711,7130.87
09/03/2010,5121.05,5131.8,5094.35,5101.5,158734706,6364.07
10/03/2010,5101.6,5137.4,5092.05,5116.25,167174523,6445.89
11/03/2010,5116.35,5152.6,5102.1,5133.4,155698046,5500.07
12/03/2010,5131.8,5158.1,5122.1,5137,152561763,5927.11
15/03/2010,5134.45,5151.05,5101.2,5128.9,134878673,5301.12
16/03/2010,5128.95,5209.25,5125.7,5198.1,120692486,5250.18
17/03/2010,5198.45,5260.5,5177.15,5231.9,169767105,6291.05
18/03/2010,5232.55,5255.65,5214.4,5245.9,160336720,5521.68
19/03/2010,5246.8,5269.95,5237.1,5262.8,136871848,5558.7
22/03/2010,5260.95,5260.95,5187.05,5205.2,130039411,5212.14
23/03/2010,5205.85,5243.6,5193.4,5225.3,146479804,5673.78
25/03/2010,5225.3,5267.3,5202.95,5260.4,207844844,9239.93
